Symbol,Name,MktVal Co,DPS 25,DPS 24,DPS 23,DPS 22,DPS 21,DPS 20,DPS 19,DPS 18,DPS 17,DPS 16,DPS 15,DPS 14,DPS 13,DPS 12,DPS 11,DPS 10
ROST,"Ross Stores, Inc.","42,499.5",1.47,1.34,1.2,1.1,0.3,1.0,0.9,0.6,0.5,0.5,0.4,0.3,0.3,0.2,0.2,0.1
RPAY,Repay Holdings Corp. Class A,464.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RPD,Rapid7 Inc.,"1,433.2",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RPID,"Rapid Micro Biosystems, Inc. Class A",149.5,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RPM,RPM International Inc.,"14,310.1",1.80,1.66,1.6,1.5,1.4,1.4,1.3,1.2,1.1,1.0,0.9,0.9,0.9,0.8,0.8,0.8
RPRX,Royalty Pharma Plc Class A,"20,011.9",0.84,0.80,0.8,0.7,0.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RR,Richtech Robotics Inc. Class B,228.5,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RRACF,Rigel Resource Acquisition Corp. Class A,131.0,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RRBI,"Red River Bancshares, Inc.",420.8,0.36,0.32,0.3,0.3,0.2,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RRC,Range Resources Corporation,"9,147.9",0.32,0.32,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2
RRGB,"Red Robin Gourmet Burgers, Inc.",110.1,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRR,"Red Rock Resorts, Inc. Class A","5,821.6",1.00,1.00,1.0,0.0,0.1,0.4,0.4,0.4,0.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RRX,Regal Rexnord Corporation,"10,099.6",1.40,1.40,1.4,1.3,1.2,1.2,1.1,1.0,1.0,0.9,0.9,0.8,0.8,0.7,0.7,0.6
RS,"Reliance, Inc.","17,680.6",4.40,4.00,3.5,2.8,2.5,2.2,2.0,1.8,1.7,1.6,1.4,1.3,0.8,0.5,0.4,0.4
RSG,"Republic Services, Inc.","75,155.5",2.23,2.06,1.9,1.8,1.7,1.6,1.4,1.3,1.2,1.2,1.1,1.0,0.9,0.8,0.8,0.8
RSI,"Rush Street Interactive, Inc. Class A","3,322.5",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RSKD,Riskified Ltd. Class A,853.8,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RSVR,"Reservoir Media, Inc.",483.8,0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RTX,RTX Corporation,"202,397.0",2.48,2.32,2.2,2.0,2.2,2.9,2.8,2.7,2.6,2.6,2.4,2.2,2.0,1.9,1.7,1.5
RUM,"Rumble, Inc. Class A","4,226.9",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RUN,Sunrun Inc.,"2,339.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RUSHA,"Rush Enterprises, Inc. Class A","3,972.7",0.70,0.62,0.5,0.5,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RVLV,"Revolve Group, Inc Class A","1,524.9",0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RVMD,"Revolution Medicines, Inc.","7,134.0",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RVRF,River Financial Corp.,265.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RVSB,"Riverview Bancorp, Inc.",114.5,0.08,0.24,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
RVTY,"Revvity, Inc.","10,992.5",0.28,0.28,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
RWT,"Redwood Trust, Inc.",802.7,0.67,0.71,0.9,0.8,0.7,1.2,1.2,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0
RWWI,"Rand Worldwide, Inc.",498.9,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RXO,"RXO, Inc.","2,650.5",0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RXRX,"Recursion Pharmaceuticals, Inc. Class A","2,523.6",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RXST,"RxSight, Inc.",298.7,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RXT,"Rackspace Technology, Inc.",344.2,0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RYAM,Rayonier Advanced Materials Inc,276.4,0.00,0.00,0.0,0.0,0.0,0.1,0.3,0.3,0.3,0.3,0.1,#N/A,#N/A,#N/A,#N/A,#N/A
RYAN,"Ryan Specialty Holdings, Inc. Class A","17,330.8",0.44,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RYI,Ryerson Holding Corporation,733.1,0.75,0.72,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
RYTM,"Rhythm Pharmaceuticals, Inc.","5,858.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RZLT,"Rezolute, Inc.",468.9,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A
RZLV,Rezolve AI PLC,687.2,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S,"SentinelOne, Inc. Class A","5,988.1",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SABK,"South Atlantic Bancshares, Inc.",121.1,0.10,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SABR,Sabre Corporation,"1,171.2",0.00,0.00,0.0,0.0,0.1,0.6,0.6,0.6,0.5,0.4,0.2,#N/A,#N/A,#N/A,#N/A,#N/A
SAFE,Safehold Inc.,"1,056.5",0.71,0.53,2.3,3.0,2.7,2.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAFT,"Safety Insurance Group, Inc.","1,087.7",3.60,3.60,3.6,3.6,3.6,3.4,3.2,3.0,2.8,2.8,2.6,2.4,2.2,2.0,1.8,1.6
SAFX,"XCF Global, Inc. Class A",250.5,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SAGE,"SAGE Therapeutics, Inc.",570.5,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
SAH,"Sonic Automotive, Inc. Class A","2,613.0",1.25,1.16,1.0,0.5,0.4,0.4,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0
SAIA,"Saia, Inc.","7,673.3",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAIC,Science Applications International Corp.,"5,316.3",1.48,1.48,1.5,1.5,1.5,1.5,1.2,1.2,1.2,1.2,1.1,0.6,#N/A,#N/A,#N/A,#N/A
SAIH,SAIHEAT Limited Class A,125.2,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SAM,"Boston Beer Company, Inc. Class A","2,142.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMG,Silvercrest Asset Management Group Inc. Class A,221.0,0.78,0.74,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.1,#N/A,#N/A,#N/A,#N/A
SANA,"Sana Biotechnology, Inc.","1,044.3",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SANM,Sanmina Corporation,"5,416.4",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SARO,"StandardAero, Inc.","10,167.6",0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SATL,Satellogic Inc. Class A,365.4,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SATS,EchoStar Corporation Class A,"8,221.9",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAVA,"Cassava Sciences, Inc.",106.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
SB,"Safe Bulkers, Inc.",421.5,0.20,0.20,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.6,0.6,0.6
SBAC,SBA Communications Corp. Class A,"25,133.0",3.92,3.40,2.8,2.3,1.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,SBC Medical Group Holdings Incorporated,585.4,0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SBCF,Seacoast Banking Corporation of Florida,"2,508.2",0.72,0.71,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
SBET,"SharpLink Gaming, Inc.","2,896.6",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBFG,SB Financial Group Inc,127.2,0.56,0.52,0.5,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.0,#N/A,0.0,0.3
SBGI,"Sinclair, Inc. Class A","1,023.4",1.00,1.00,1.0,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.6,0.5,0.5,0.0,0.0
SBH,"Sally Beauty Holdings, Inc.",975.6,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBKO,Summit Bank Group Inc,110.9,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
SBNC,"Southern Bancshares (N.C.), Inc.",654.2,25.00,25.00,25.0,20.0,15.0,10.0,5.0,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
SBRA,"Sabra Health Care REIT, Inc.","4,299.5",1.20,1.20,1.2,1.2,1.4,1.8,1.8,1.7,1.7,1.6,1.5,1.4,1.3,1.0,0.1,#N/A
SBSI,"Southside Bancshares, Inc.",937.8,1.44,1.40,1.4,1.3,1.3,1.2,1.2,1.1,0.9,0.8,0.8,0.8,0.9,0.7,0.6,0.5
SBUX,Starbucks Corporation,"106,594.3",2.28,2.12,2.0,1.8,1.6,1.4,1.3,1.0,0.8,0.6,0.5,0.4,0.3,0.3,0.1,0.0
SBXD,SilverBox Corp IV Class A,274.2,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCCO,Southern Copper Corporation,"77,544.4",2.04,3.85,3.4,3.1,1.4,1.5,1.3,0.6,0.2,0.3,0.4,0.7,3.6,2.3,1.6,0.4
SCFR,"Security First International Holdings, Inc.",286.5,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A
SCGX,Saxon Capital Group Inc.,138.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCGY,"Scientific Energy, Inc.",246.9,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHL,Scholastic Corporation,568.4,0.80,0.80,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.4,0.3,0.3
SCHW,Charles Schwab Corp,"174,065.8",1.00,1.00,0.8,0.7,0.7,0.7,0.5,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SCI,Service Corporation International,"11,364.5",1.20,1.12,1.0,0.9,0.8,0.7,0.7,0.6,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.2
SCL,Stepan Co,"1,270.7",1.51,1.47,1.4,1.3,1.1,1.0,0.9,0.8,0.8,0.7,0.7,0.7,0.6,0.5,0.5,0.5
SCM,Stellus Capital Investment Corp.,424.0,1.60,1.60,1.4,1.1,1.1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,0.2,#N/A,#N/A,#N/A
SCPH,"scPharmaceuticals, Inc.",260.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCS,Steelcase Inc. Class A,"1,165.4",0.40,0.40,0.5,0.5,0.4,0.6,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.2,0.2,0.2
SCSC,"ScanSource, Inc.",915.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCTH,SecureTech Innovations Inc,163.8,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCVL,"Shoe Carnival, Inc.",552.7,0.54,0.44,0.4,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.6,0.0,0.0,0.0
SD,"SandRidge Energy, Inc.",374.9,0.44,0.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,0.0,0.0,0.0,0.0,0.0,0.0
SDA,SunCar Technology Group Inc. Class A,245.3,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SDGR,"Schrodinger, Inc.","1,573.9",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SDHC,Smith Douglas Homes Corp. Class A,995.1,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SDRC,Sidney Resources Corporation,112.6,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SDRL,Seadrill Limited,"1,752.3",0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SDSYA.U,"South Dakota Soybean Processors, LLC Class A",220.5,0.00,0.00,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SEAT,Vivid Seats Inc. Class A,336.7,0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SEB,Seaboard Corporation,"2,973.9",9.00,9.00,9.0,9.0,9.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,3.0
SEDG,"SolarEdge Technologies, Inc.","1,571.8",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
SEE,Sealed Air Corporation,"4,586.6",0.80,0.80,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5
SEER,"Seer, Inc. Class A",124.2,0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SEG,Seaport Entertainment Group Inc.,265.2,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SEI,"Solaris Energy Infrastructure, Inc. Class A","1,971.6",0.48,0.45,0.4,0.4,0.4,0.4,0.1,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SEIC,SEI Investments Company,"11,554.9",0.95,0.89,0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.4,0.3,0.3,0.2,0.2
SEMR,"SEMrush Holdings, Inc. Class A","1,320.3",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SENEA,Seneca Foods Corporation Class A,706.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENS,"Senseonics Holdings, Inc.",437.4,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
SEPN,"Septerna, Inc.",559.2,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SERA,"Sera Prognostics, Inc. Class A",110.0,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SERV,Serve Robotics Inc,668.3,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SES,SES AI Corporation Class A,443.9,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SEZL,Sezzle Inc.,"4,679.7",0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SF,Stifel Financial Corp,"11,298.9",1.68,1.44,1.2,0.6,0.5,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFBC,"Sound Financial Bancorp, Inc.",114.9,0.76,0.74,0.7,0.7,0.6,0.6,0.5,0.4,0.3,0.2,0.2,0.2,0.0,0.0,0.0,0.1
SFBS,ServisFirst Bancshares Inc,"4,532.8",1.24,1.14,1.0,0.8,0.7,0.6,0.5,0.2,0.2,0.1,0.1,#N/A,#N/A,#N/A,#N/A,#N/A
SFIX,"Stitch Fix, Inc. Class A",602.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SFL,SFL Corporation Limited,"1,328.9",1.07,0.97,0.9,0.6,1.0,1.4,1.4,1.6,1.8,1.7,1.6,1.2,1.9,1.6,1.3,1.2
SFM,"Sprouts Farmers Market, Inc.","16,210.3",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A
SFNC,Simmons First National Corporation Class A,"2,526.6",0.84,0.80,0.8,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4
SFST,"Southern First Bancshares, Inc.",323.6,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG,"Sweetgreen, Inc. Class A","1,684.0",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SGC,"Superior Group of Companies, Inc.",169.4,0.56,0.56,0.5,0.5,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.1,0.3,0.3,0.3,0.3
SGHT,"Sight Sciences, Inc.",181.0,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SGI,Somnigroup International Inc.,"15,293.4",0.52,0.44,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGMO,"Sangamo Therapeutics, Inc.",125.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGMT,Sagimet Biosciences Inc. Class A,288.7,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SGRY,"Surgery Partners, Inc.","2,860.5",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SGU,Star Group LP,406.2,0.67,0.63,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.2
SHAK,"Shake Shack, Inc. Class A","5,754.0",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SHBI,"Shore Bancshares, Inc.",557.4,0.48,0.48,0.5,0.5,0.5,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.6
SHC,Sotera Health Company,"3,139.4",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SHCO,Soho House & Co Inc. Class A,"1,334.4",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SHEN,Shenandoah Telecommunications Company,808.0,0.10,0.09,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SHIP,Seanergy Maritime Holdings Corp.,142.1,0.56,0.10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLS,"Shoals Technologies Group, Inc. Class A",922.8,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SHMD,SCHMID Group N.V. Class A,144.6,0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SHO,"Sunstone Hotel Investors, Inc.","1,765.9",0.34,0.24,0.1,0.0,0.1,0.7,0.7,0.7,0.7,1.4,0.5,0.1,0.0,0.0,0.0,0.0
SHOO,"Steven Madden, Ltd.","1,922.5",0.84,0.84,0.8,0.6,0.2,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHW,Sherwin-Williams Company,"85,221.7",2.86,2.42,2.4,2.2,1.8,1.5,1.1,1.1,1.1,0.9,0.7,0.7,0.5,0.5,0.5,0.5
SIBN,"SI-BONE, Inc.",708.3,0.00,0.00,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SIEB,Siebert Financial Corp.,161.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIFY,Sify Technologies Limited Sponsored ADR,403.0,0.00,0.00,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
SIG,Signet Jewelers Limited,"3,366.9",1.16,0.92,0.8,0.5,0.0,1.5,1.5,1.2,1.0,0.9,0.7,0.6,0.5,0.2,0.0,0.0
SIGA,SIGA Technologies Inc,472.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIGI,"Selective Insurance Group, Inc.","5,441.1",1.43,1.25,1.1,1.0,0.9,0.8,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5
SILA,"Sila Realty Trust, Inc.","1,353.8",0.80,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SIMA,SIM Acquisition Corp. I Class A,319.9,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SIRI,SiriusXM Holdings Inc.,"7,961.5",1.07,0.99,0.9,0.7,0.5,0.5,0.5,0.4,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0
SITE,"SiteOne Landscape Supply, Inc.","5,573.0",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SITM,SiTime Corporation,"5,486.6",0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SJM,J.M. Smucker Company,"11,325.5",4.32,4.24,4.1,4.0,3.6,3.5,3.4,3.1,3.0,2.7,2.6,2.3,2.1,1.9,1.7,1.5
