Symbol,Name,MktVal Co,DPS 25,DPS 24,DPS 23,DPS 22,DPS 21,DPS 20,DPS 19,DPS 18,DPS 17,DPS 16,DPS 15,DPS 14,DPS 13,DPS 12,DPS 11,DPS 10
,,,,,,,,,,,,,,,,,,
A,"Agilent Technologies, Inc.","32,380.5",0.94,0.90,0.8,0.8,0.7,0.7,0.6,0.5,0.5,0.4,0.5,0.5,0.3,0.0,0.0,0.0
AA,Alcoa Corporation,"7,852.5",0.40,0.40,0.4,0.1,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8
AAL,American Airlines Group Inc.,"8,250.5",0.00,0.00,0.0,0.0,0.1,0.4,0.4,0.4,0.4,0.4,0.2,0.0,#N/A,#N/A,#N/A,#N/A
AAM,AA Mission Acquisition Corp. Class A,459.5,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AAMI,Acadian Asset Management Inc.,"1,434.0",0.04,0.04,0.0,0.0,0.1,0.4,0.4,0.4,0.3,0.3,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
AAOI,"Applied Optoelectronics, Inc.","1,607.3",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A
AAP,"Advance Auto Parts, Inc.","3,663.3",1.00,2.25,6.0,3.3,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AAPI,Apple iSports Group Inc,"1,258.3",0.00,0.00,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,Apple Inc.,"3,154,147.7",0.98,0.94,0.9,0.9,0.8,0.8,0.7,0.6,0.5,0.5,0.5,0.4,0.1,0.0,0.0,0.0
AAT,"American Assets Trust, Inc.","1,231.3",1.34,1.32,1.3,1.2,1.0,1.1,1.1,1.1,1.0,0.9,0.9,0.9,0.8,0.8,#N/A,#N/A
AB,AllianceBernstein Holding L.P.,"4,561.9",2.98,2.62,3.5,3.6,2.8,2.3,2.9,2.1,1.8,1.9,1.9,1.6,1.0,1.4,1.5,1.4
ABAT,American Battery Technology Co.,222.1,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,0.0,#N/A,#N/A,#N/A
ABBV,"AbbVie, Inc.","334,309.4",6.29,5.99,5.7,5.3,4.8,4.4,4.0,2.6,2.4,2.1,1.8,1.6,0.4,#N/A,#N/A,#N/A
ABCB,Ameris Bancorp,"4,640.5",0.65,0.60,0.6,0.6,0.6,0.5,0.4,0.4,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.1
ABCL,"AbCellera Biologics, Inc.","1,337.2",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ABEO,"Abeona Therapeutics, Inc.",337.1,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABG,"Asbury Automotive Group, Inc.","4,520.8",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABIT,Athena Bitcoin Global,141.1,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABL,"Abacus Global Management, Inc. Class A",495.2,0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ABM,ABM Industries Incorporated,"2,971.0",0.90,0.88,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5
ABNB,"Airbnb, Inc. Class A","87,284.4",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ABSI,Absci Corporation,398.0,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ABT,Abbott Laboratories,"215,165.6",2.24,2.08,1.9,1.8,1.5,1.3,1.2,1.1,1.0,1.0,0.9,0.6,1.7,1.9,1.8,1.6
ABTI,Alterola Biotech Inc.,291.9,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A
ABUS,Arbutus Biopharma Corporation,599.5,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A
ABVE,Above Food Ingredients Inc.,138.2,0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AC,"Associated Capital Group, Inc. Class A",787.4,0.20,0.20,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ACA,"Arcosa, Inc.","4,393.4",0.20,0.20,0.2,0.2,0.2,0.2,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ACAD,ACADIA Pharmaceuticals Inc.,"3,775.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACCO,ACCO Brands Corporation,337.9,0.30,0.30,0.3,0.3,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACDC,ProFrac Holding Corp. Class A,"1,270.2",0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ACEL,"Accel Entertainment, Inc. Class A","1,031.8",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ACGL,Arch Capital Group Ltd.,"33,109.6",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACHC,"Acadia Healthcare Company, Inc.","2,019.3",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACHR,Archer Aviation Inc Class A,"8,426.0",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ACHV,"Achieve Life Sciences, Inc.",133.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACI,"Albertsons Companies, Inc. Class A","11,544.9",0.51,0.48,0.5,0.4,0.2,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ACIC,American Coastal Insurance Corporation,522.2,0.00,0.00,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2
ACIU,AC Immune SA,204.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ACIW,"ACI Worldwide, Inc.","4,756.2",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACLS,"Axcelis Technologies, Inc.","2,279.9",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACLX,"Arcellx, Inc.","3,724.7",0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ACM,AECOM,"14,991.0",0.88,0.72,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACMR,"ACM Research, Inc. Class A","1,921.0",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ACN,Accenture Plc Class A,"175,918.5",5.16,4.48,3.9,3.5,3.2,2.9,2.7,2.4,2.2,2.0,1.9,1.6,1.4,0.9,1.1,0.5
ACNB,ACNB Corporation,450.7,1.26,1.14,1.1,1.0,1.0,1.0,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
ACNT,Ascent Industries Co.,135.0,0.00,0.00,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.3,0.3,0.3,0.3,0.3,0.5,0.1
ACOG,Alpha Cognition Inc,160.0,0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ACR,ACRES Commercial Realty Corp.,130.0,0.00,0.00,0.0,0.0,0.0,2.9,1.4,0.6,3.9,7.0,9.6,9.6,9.6,12.0,12.0,13.8
ACRS,"Aclaris Therapeutics, Inc.",174.3,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ACT,Enact Holdings Inc,"5,229.8",0.72,0.62,0.4,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ACTG,Acacia Research Corporation,355.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.0,0.0,0.0,0.0
ACTU,"Actuate Therapeutics, Inc.",113.0,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ACU,Acme United Corporation,157.7,0.60,0.57,0.6,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2
ACVA,"ACV Auctions, Inc. Class A","2,583.1",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ADBE,Adobe Inc.,"155,168.1",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADC,Agree Realty Corporation,"7,880.6",3.00,2.92,2.8,2.6,2.4,2.3,2.2,2.0,1.9,1.8,1.7,1.6,1.6,1.6,2.0,2.0
ADCT,ADC Therapeutics Ltd,300.5,0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ADEA,Adeia Inc.,"1,499.5",0.20,0.20,0.2,0.2,0.5,0.8,0.8,0.8,0.8,0.8,0.9,0.7,0.3,0.0,0.0,0.0
ADI,"Analog Devices, Inc.","120,017.6",3.62,3.34,3.0,2.7,2.4,2.1,1.9,1.8,1.7,1.6,1.5,1.3,1.2,0.9,0.8,0.8
ADM,Archer-Daniels-Midland Company,"26,131.7",2.00,1.80,1.6,1.5,1.4,1.4,1.3,1.3,1.2,1.1,1.0,1.1,0.7,0.6,0.6,0.5
ADMA,"ADMA Biologics, Inc.","3,994.0",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,0.0,0.0
ADNT,Adient plc,"1,827.4",0.00,0.00,0.0,0.0,0.0,0.0,1.1,0.8,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ADP,"Automatic Data Processing, Inc.","122,503.4",5.45,4.79,4.1,3.7,3.5,3.1,2.5,2.2,2.1,2.0,1.9,1.7,1.5,1.4,1.4,1.3
ADPT,Adaptive Biotechnologies Corp.,"1,578.4",0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ADSE,ADS-TEC Energy Public Limited Company,630.1,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ADSK,"Autodesk, Inc.","63,547.9",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADT,"ADT, Inc.","7,068.5",0.22,0.14,0.1,0.1,0.1,0.1,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ADTN,"ADTRAN Holdings, Inc.",753.1,0.00,0.27,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
ADUS,Addus HomeCare Corporation,"1,969.3",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADV,Advantage Solutions Inc Class A,473.5,0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AEE,Ameren Corporation,"27,306.6",2.68,2.52,2.4,2.2,2.0,1.9,1.8,1.8,1.7,1.7,1.6,1.6,1.6,1.6,1.5,1.5
AEHR,Aehr Test Systems,448.7,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AEIS,"Advanced Energy Industries, Inc.","5,394.1",0.40,0.40,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AENT,Alliance Entertainment Holding Corporation Class A,284.9,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AEO,"American Eagle Outfitters, Inc.","1,722.3",0.50,0.43,0.4,0.7,0.1,0.6,0.6,0.5,0.5,0.5,0.5,0.4,0.6,0.4,0.4,0.4
AEP,"American Electric Power Company, Inc.","57,372.5",3.57,3.37,3.2,3.0,2.8,2.7,2.5,2.4,2.3,2.2,2.0,2.0,1.9,1.9,1.7,1.6
AER,AerCap Holdings NV,"19,791.3",0.75,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AERG,"Applied Energetics, Inc.",497.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AES,AES Corporation,"9,518.4",0.69,0.67,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.4,0.3,0.2,0.1,0.0,0.0,0.0
AESI,Atlas Energy Solutions Inc.,"1,659.2",0.84,0.50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AEVA,"Aeva Technologies, Inc.","1,773.4",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AEYE,"AudioEye, Inc.",153.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A
AFBI,"Affinity Bancshares, Inc.",117.8,0.00,0.00,0.0,0.0,#N/A,#N/A,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AFG,"American Financial Group, Inc.","10,645.2",2.93,2.60,2.3,2.1,1.9,1.7,1.5,1.3,1.2,1.0,0.9,0.8,0.7,0.7,0.6,0.5
AFL,Aflac Incorporated,"55,053.9",2.00,1.68,1.6,1.3,1.1,1.1,1.0,0.9,0.8,0.8,0.8,0.7,0.7,0.6,0.6,0.6
AFRI,Forafric Global PLC,209.8,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AFRM,"Affirm Holdings, Inc. Class A","22,227.1",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AFYA,Afya Limited Class A,"1,369.4",0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AGCO,AGCO Corporation,"7,982.3",1.16,1.11,0.9,0.8,0.6,0.6,0.6,0.6,0.5,0.5,0.4,0.4,0.0,0.0,0.0,0.0
AGEN,Agenus Inc.,168.6,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGIO,"Agios Pharmaceuticals, Inc.","2,316.6",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A
AGL,agilon health inc,877.6,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AGM,Federal Agricultural Mortgage Corporation Class C,"1,860.9",5.60,4.40,3.8,3.5,3.2,2.8,2.3,1.4,1.0,0.6,0.6,0.5,0.4,0.2,0.2,0.2
AGNC,AGNC Investment Corp.,"9,438.5",1.44,1.44,1.4,1.4,1.6,2.0,2.2,2.2,2.3,2.5,2.6,3.8,5.0,5.6,5.6,5.2
AGO,Assured Guaranty Ltd.,"4,093.7",1.24,1.12,1.0,0.9,0.8,0.7,0.6,0.6,0.5,0.5,0.4,0.4,0.4,0.0,0.0,0.0
AGRO,Adecoagro S.A.,949.9,0.34,0.33,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A
AGX,"Argan, Inc.","2,818.6",1.35,1.10,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.8,0.6,0.5,0.0,0.0
AGYS,"Agilysys, Inc.","3,227.9",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,0.0,0.0,0.0,0.0
AHCO,AdaptHealth Corp.,"1,244.2",0.00,0.00,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AHR,"American Healthcare REIT, Inc.","6,109.6",1.00,1.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AI,"C3.ai, Inc. Class A","3,858.2",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AIG,"American International Group, Inc.","46,803.8",1.56,1.40,1.3,1.3,1.3,1.3,1.3,1.3,1.3,0.8,0.5,0.2,0.0,0.0,0.0,0.0
AIN,Albany International Corp. Class A,"2,107.7",1.05,1.01,0.9,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.5
AIOT,"PowerFleet, Inc.",589.5,0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AIP,"Arteris, Inc.",412.2,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AIR,AAR CORP.,"3,019.7",0.00,0.00,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.0
AIRJ,AirJoule Technologies Corporation Class A,278.3,0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AIRS,"Airsculpt Technologies, Inc.",347.0,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AISP,Airship AI Holdings Inc Class A,184.1,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AIT,"Applied Industrial Technologies, Inc.","9,928.7",1.46,1.39,1.4,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1.0,0.9,0.8,0.7,0.6,0.6
AIV,Apartment Investment & Management Co Class A,"1,225.8",0.00,0.00,0.0,0.0,2.5,1.9,1.9,1.8,1.7,1.5,1.3,1.2,1.0,0.6,0.4,0.5
AIZ,"Assurant, Inc.","9,535.6",2.96,2.82,2.7,2.7,2.6,2.4,2.3,2.2,2.0,1.4,1.1,1.0,0.8,0.7,0.6,0.6
AJG,Arthur J. Gallagher & Co.,"80,195.2",2.40,2.20,2.0,1.9,1.8,1.7,1.6,1.6,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.3
AKA,a.k.a. Brands Holding Corp.,116.8,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AKAM,"Akamai Technologies, Inc.","11,505.0",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKBA,"Akebia Therapeutics, Inc.","1,013.8",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
AKR,Acadia Realty Trust,"2,467.4",0.74,0.72,0.7,0.6,0.3,1.1,1.1,1.1,1.0,1.0,0.9,0.9,0.7,0.7,0.7,0.8
AKRO,"Akero Therapeutics, Inc.","4,151.7",0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL,Air Lease Corporation Class A,"6,428.4",0.85,0.81,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.2,0.1,0.1,0.0,0.0,#N/A,#N/A
ALAB,"Astera Labs, Inc.","16,843.0",0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALB,Albemarle Corporation,"9,068.1",1.61,1.60,1.6,1.6,1.5,1.5,1.3,1.3,1.2,1.2,1.1,1.0,0.8,0.7,0.6,0.5
ALCO,"Alico, Inc.",247.1,0.20,0.20,2.0,1.4,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.2,0.1,0.1,0.7
ALDF,"Aldel Financial II, Inc. Class A",312.4,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALDX,"Aldeyra Therapeutics, Inc.",322.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
ALE,"ALLETE, Inc.","3,806.5",2.82,2.71,2.6,2.5,2.5,2.4,2.2,2.1,2.1,2.0,2.0,1.9,1.8,1.8,1.8,1.8
ALEC,"Alector, Inc.",159.0,0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALEX,"Alexander & Baldwin, Inc.","1,282.6",0.89,0.88,0.8,0.7,0.3,0.7,0.0,0.2,0.3,0.2,0.2,0.0,0.0,#N/A,#N/A,#N/A
ALF,Centurion Acquisition Corp. Class A,378.1,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALG,Alamo Group Inc.,"2,625.3",1.04,0.88,0.7,0.6,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2
ALGM,"Allegro MicroSystems, Inc.","6,772.0",0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALGN,"Align Technology, Inc.","13,827.9",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALHC,"Alignment Healthcare, Inc.","2,455.2",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALIT,"Alight, Inc. Class A","2,949.6",0.04,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALK,"Alaska Air Group, Inc.","6,452.0",0.00,0.00,0.0,0.0,0.4,1.4,1.3,1.2,1.1,0.8,0.5,0.2,0.0,0.0,0.0,0.0
ALKS,Alkermes Public Limited Company,"4,818.4",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,0.0,0.0,0.0
ALKT,Alkami Technology Inc,"2,865.0",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALL,Allstate Corporation,"51,395.8",3.68,3.56,3.4,3.2,2.2,2.0,1.8,1.5,1.3,1.2,1.1,1.0,0.9,0.8,0.8,0.8
ALLE,Allegion Public Limited Company,"13,150.1",1.92,1.80,1.6,1.4,1.3,1.1,0.8,0.6,0.5,0.4,0.3,0.0,#N/A,#N/A,#N/A,#N/A
ALLO,"Allogene Therapeutics, Inc.",273.4,0.00,0.00,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALLT,Allot Ltd.,359.7,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLY,Ally Financial Inc,"12,250.1",1.20,1.20,1.2,0.9,0.8,0.7,0.6,0.4,0.2,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
ALMS,Alumis Inc.,343.6,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALMU,"Aeluma, Inc.",285.7,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALNT,Allient Inc.,674.1,0.12,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0
ALNY,"Alnylam Pharmaceuticals, Inc","41,793.4",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPC,Alpha Investment Inc,809.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALPIB,Alpine Banks Colorado Class B,227.9,0.80,0.80,0.7,0.6,0.5,0.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALRM,"Alarm.com Holdings, Inc.","2,751.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALRS,Alerus Financial Corporation,559.6,0.79,0.75,0.7,0.6,0.6,0.6,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3
